ImageNumber,CellNumber,CellID,cell_category,cell_type,cell_subtype,RoiID,image_name,cell_id,tissue_id,cell_category_regen,cell_type_regen
82,1847,175_C_57_1847,Immune,Neutrophil,Neutrophil,"175_C4,9","175_C4,9",1847,cords24_ocmzljpb_1,Immune,Myeloid
82,1854,175_C_57_1854,Immune,Myeloid,Myeloid,"175_C4,9","175_C4,9",1854,cords24_ocmzljpb_1,Tumor,hypoxic
82,1892,175_C_57_1892,Immune,Myeloid,Myeloid,"175_C4,9","175_C4,9",1892,cords24_ocmzljpb_1,Immune,Myeloid
82,1928,175_C_57_1928,Immune,Myeloid,Myeloid,"175_C4,9","175_C4,9",1928,cords24_ocmzljpb_1,Immune,hypoxic
82,1930,175_C_57_1930,Immune,Myeloid,Myeloid,"175_C4,9","175_C4,9",1930,cords24_ocmzljpb_1,Fibroblast,Myeloid
82,1979,175_C_57_1979,Immune,Myeloid,Myeloid,"175_C4,9","175_C4,9",1979,cords24_ocmzljpb_1,Immune,Myeloid
82,1997,175_C_57_1997,Immune,Neutrophil,Neutrophil,"175_C4,9","175_C4,9",1997,cords24_ocmzljpb_1,Immune,hypoxic
82,2007,175_C_57_2007,Immune,Bcell,Bcell,"175_C4,9","175_C4,9",2007,cords24_ocmzljpb_1,Immune,Bcell
82,2037,175_C_57_2037,Immune,Myeloid,Myeloid,"175_C4,9","175_C4,9",2037,cords24_ocmzljpb_1,Fibroblast,Myeloid
82,2044,175_C_57_2044,Immune,Myeloid,Myeloid,"175_C4,9","175_C4,9",2044,cords24_ocmzljpb_1,Tumor,normal
82,2064,175_C_57_2064,Immune,Neutrophil,Neutrophil,"175_C4,9","175_C4,9",2064,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,2074,175_C_57_2074,Immune,Myeloid,Myeloid,"175_C4,9","175_C4,9",2074,cords24_ocmzljpb_1,Immune,Myeloid
82,2093,175_C_57_2093,Immune,Bcell,Bcell,"175_C4,9","175_C4,9",2093,cords24_ocmzljpb_1,Immune,Bcell
82,2111,175_C_57_2111,Immune,Neutrophil,Neutrophil,"175_C4,9","175_C4,9",2111,cords24_ocmzljpb_1,Immune,Neutrophil
82,2118,175_C_57_2118,Immune,Neutrophil,Neutrophil,"175_C4,9","175_C4,9",2118,cords24_ocmzljpb_1,T cell,CD8
82,2124,175_C_57_2124,Immune,Neutrophil,Neutrophil,"175_C4,9","175_C4,9",2124,cords24_ocmzljpb_1,Tumor,normal
82,2150,175_C_57_2150,Immune,Myeloid,Myeloid,"175_C4,9","175_C4,9",2150,cords24_ocmzljpb_1,Immune,Other
82,2169,175_C_57_2169,Immune,Neutrophil,Neutrophil,"175_C4,9","175_C4,9",2169,cords24_ocmzljpb_1,Immune,SMA_CAF
82,522,175_C_57_522,Immune,Myeloid,Myeloid,"175_C4,9","175_C4,9",522,cords24_ocmzljpb_1,Other,Other
82,836,175_C_57_836,Immune,Myeloid,Myeloid,"175_C4,9","175_C4,9",836,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1233,175_C_57_1233,Immune,Neutrophil,Neutrophil,"175_C4,9","175_C4,9",1233,cords24_ocmzljpb_1,Other,Other
82,1261,175_C_57_1261,Immune,Neutrophil,Neutrophil,"175_C4,9","175_C4,9",1261,cords24_ocmzljpb_1,Other,Other
82,1857,175_C_57_1857,Immune,Neutrophil,Neutrophil,"175_C4,9","175_C4,9",1857,cords24_ocmzljpb_1,Other,Other
82,1873,175_C_57_1873,Immune,Myeloid,Myeloid,"175_C4,9","175_C4,9",1873,cords24_ocmzljpb_1,Other,Other
82,950,175_C_57_950,Immune,Neutrophil,Neutrophil,"175_C4,9","175_C4,9",950,cords24_ocmzljpb_1,Other,Other
82,1528,175_C_57_1528,Immune,Bcell,Bcell,"175_C4,9","175_C4,9",1528,cords24_ocmzljpb_1,Immune,Bcell
82,42,175_C_57_42,T cell,CD8,CD8,"175_C4,9","175_C4,9",42,cords24_ocmzljpb_1,T cell,CD8
82,339,175_C_57_339,T cell,CD8,CD8,"175_C4,9","175_C4,9",339,cords24_ocmzljpb_1,T cell,CD8
82,348,175_C_57_348,T cell,CD8,CD8,"175_C4,9","175_C4,9",348,cords24_ocmzljpb_1,T cell,CD8
82,415,175_C_57_415,T cell,CD8,CD8,"175_C4,9","175_C4,9",415,cords24_ocmzljpb_1,T cell,CD8
82,517,175_C_57_517,T cell,CD8,CD8,"175_C4,9","175_C4,9",517,cords24_ocmzljpb_1,T cell,CD8
82,575,175_C_57_575,T cell,CD8,CD8,"175_C4,9","175_C4,9",575,cords24_ocmzljpb_1,T cell,CD8
82,578,175_C_57_578,T cell,CD8,CD8,"175_C4,9","175_C4,9",578,cords24_ocmzljpb_1,T cell,CD8
82,719,175_C_57_719,T cell,CD8,CD8,"175_C4,9","175_C4,9",719,cords24_ocmzljpb_1,T cell,CD8
82,743,175_C_57_743,T cell,CD8,CD8,"175_C4,9","175_C4,9",743,cords24_ocmzljpb_1,T cell,CD8
82,757,175_C_57_757,T cell,CD8,CD8,"175_C4,9","175_C4,9",757,cords24_ocmzljpb_1,T cell,CD8
82,811,175_C_57_811,T cell,CD8,CD8,"175_C4,9","175_C4,9",811,cords24_ocmzljpb_1,T cell,CD8
82,841,175_C_57_841,T cell,CD4,CD4,"175_C4,9","175_C4,9",841,cords24_ocmzljpb_1,T cell,CD4
82,888,175_C_57_888,T cell,CD8,CD8,"175_C4,9","175_C4,9",888,cords24_ocmzljpb_1,T cell,CD8
82,908,175_C_57_908,T cell,CD4,CD4,"175_C4,9","175_C4,9",908,cords24_ocmzljpb_1,T cell,CD4
82,1049,175_C_57_1049,T cell,CD8,CD8,"175_C4,9","175_C4,9",1049,cords24_ocmzljpb_1,T cell,CD8
82,1144,175_C_57_1144,T cell,CD8,CD8,"175_C4,9","175_C4,9",1144,cords24_ocmzljpb_1,T cell,CD8
82,1157,175_C_57_1157,T cell,CD8,CD8,"175_C4,9","175_C4,9",1157,cords24_ocmzljpb_1,T cell,CD8
82,1213,175_C_57_1213,T cell,CD8,CD8,"175_C4,9","175_C4,9",1213,cords24_ocmzljpb_1,T cell,CD8
82,1294,175_C_57_1294,T cell,CD8,CD8,"175_C4,9","175_C4,9",1294,cords24_ocmzljpb_1,T cell,CD8
82,1306,175_C_57_1306,T cell,CD4,CD4,"175_C4,9","175_C4,9",1306,cords24_ocmzljpb_1,T cell,CD4
82,1329,175_C_57_1329,T cell,CD8,CD8,"175_C4,9","175_C4,9",1329,cords24_ocmzljpb_1,T cell,CD8
82,1345,175_C_57_1345,T cell,CD8,CD8,"175_C4,9","175_C4,9",1345,cords24_ocmzljpb_1,T cell,CD8
82,1350,175_C_57_1350,T cell,CD8,CD8,"175_C4,9","175_C4,9",1350,cords24_ocmzljpb_1,T cell,CD8
82,1383,175_C_57_1383,T cell,CD8,CD8,"175_C4,9","175_C4,9",1383,cords24_ocmzljpb_1,T cell,CD8
82,1424,175_C_57_1424,T cell,CD4,CD4_Treg,"175_C4,9","175_C4,9",1424,cords24_ocmzljpb_1,T cell,CD4
82,1510,175_C_57_1510,T cell,CD8,CD8,"175_C4,9","175_C4,9",1510,cords24_ocmzljpb_1,T cell,CD8
82,1596,175_C_57_1596,T cell,CD8,CD8,"175_C4,9","175_C4,9",1596,cords24_ocmzljpb_1,T cell,CD8
82,1661,175_C_57_1661,T cell,CD8,CD8,"175_C4,9","175_C4,9",1661,cords24_ocmzljpb_1,T cell,SMA_CAF
82,1755,175_C_57_1755,T cell,CD8,CD8,"175_C4,9","175_C4,9",1755,cords24_ocmzljpb_1,T cell,CD8
82,1830,175_C_57_1830,T cell,CD8,CD8,"175_C4,9","175_C4,9",1830,cords24_ocmzljpb_1,T cell,CD8
82,1849,175_C_57_1849,T cell,CD4,CD4,"175_C4,9","175_C4,9",1849,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1978,175_C_57_1978,T cell,CD8,CD8,"175_C4,9","175_C4,9",1978,cords24_ocmzljpb_1,T cell,CD8
82,2010,175_C_57_2010,T cell,CD8,CD8,"175_C4,9","175_C4,9",2010,cords24_ocmzljpb_1,T cell,CD8
82,2041,175_C_57_2041,T cell,CD4,CD4,"175_C4,9","175_C4,9",2041,cords24_ocmzljpb_1,T cell,CD4
82,2056,175_C_57_2056,T cell,CD4,CD4,"175_C4,9","175_C4,9",2056,cords24_ocmzljpb_1,Other,Other
82,2057,175_C_57_2057,T cell,CD8,CD8,"175_C4,9","175_C4,9",2057,cords24_ocmzljpb_1,T cell,CD8
82,2097,175_C_57_2097,T cell,CD4,CD4_Treg,"175_C4,9","175_C4,9",2097,cords24_ocmzljpb_1,Fibroblast,mCAF
82,2177,175_C_57_2177,T cell,CD8,CD8,"175_C4,9","175_C4,9",2177,cords24_ocmzljpb_1,Other,Other
82,65,175_C_57_65,T cell,CD8,CD8,"175_C4,9","175_C4,9",65,cords24_ocmzljpb_1,T cell,CD8
82,126,175_C_57_126,T cell,CD8,CD8,"175_C4,9","175_C4,9",126,cords24_ocmzljpb_1,T cell,CD8
82,235,175_C_57_235,T cell,CD8,CD8,"175_C4,9","175_C4,9",235,cords24_ocmzljpb_1,T cell,CD8
82,254,175_C_57_254,T cell,CD8,CD8,"175_C4,9","175_C4,9",254,cords24_ocmzljpb_1,T cell,CD8
82,291,175_C_57_291,T cell,CD8,CD8,"175_C4,9","175_C4,9",291,cords24_ocmzljpb_1,T cell,normal
82,332,175_C_57_332,T cell,CD8,CD8,"175_C4,9","175_C4,9",332,cords24_ocmzljpb_1,T cell,CD8
82,355,175_C_57_355,T cell,CD8,CD8,"175_C4,9","175_C4,9",355,cords24_ocmzljpb_1,T cell,CD8
82,442,175_C_57_442,T cell,CD8,CD8,"175_C4,9","175_C4,9",442,cords24_ocmzljpb_1,T cell,CD8
82,562,175_C_57_562,T cell,CD8,CD8,"175_C4,9","175_C4,9",562,cords24_ocmzljpb_1,T cell,CD8
82,566,175_C_57_566,T cell,CD8,CD8,"175_C4,9","175_C4,9",566,cords24_ocmzljpb_1,T cell,CD8
82,620,175_C_57_620,T cell,CD8,CD8,"175_C4,9","175_C4,9",620,cords24_ocmzljpb_1,T cell,CD8
82,627,175_C_57_627,T cell,CD8,CD8,"175_C4,9","175_C4,9",627,cords24_ocmzljpb_1,T cell,CD8
82,633,175_C_57_633,T cell,CD8,CD8,"175_C4,9","175_C4,9",633,cords24_ocmzljpb_1,T cell,CD8
82,681,175_C_57_681,T cell,CD8,CD8,"175_C4,9","175_C4,9",681,cords24_ocmzljpb_1,T cell,CD8
82,694,175_C_57_694,T cell,CD8,CD8,"175_C4,9","175_C4,9",694,cords24_ocmzljpb_1,T cell,CD8
82,748,175_C_57_748,T cell,CD8,CD8,"175_C4,9","175_C4,9",748,cords24_ocmzljpb_1,T cell,CD8
82,794,175_C_57_794,T cell,CD8,CD8,"175_C4,9","175_C4,9",794,cords24_ocmzljpb_1,T cell,CD8
82,803,175_C_57_803,T cell,CD8,CD8,"175_C4,9","175_C4,9",803,cords24_ocmzljpb_1,T cell,CD8
82,1022,175_C_57_1022,T cell,CD8,CD8,"175_C4,9","175_C4,9",1022,cords24_ocmzljpb_1,T cell,CD8
82,1036,175_C_57_1036,T cell,CD8,CD8,"175_C4,9","175_C4,9",1036,cords24_ocmzljpb_1,T cell,CD8
82,1125,175_C_57_1125,T cell,CD8,CD8,"175_C4,9","175_C4,9",1125,cords24_ocmzljpb_1,T cell,CD8
82,1207,175_C_57_1207,T cell,CD8,CD8,"175_C4,9","175_C4,9",1207,cords24_ocmzljpb_1,T cell,normal
82,1212,175_C_57_1212,T cell,CD8,CD8,"175_C4,9","175_C4,9",1212,cords24_ocmzljpb_1,T cell,CD8
82,1231,175_C_57_1231,T cell,CD8,CD8,"175_C4,9","175_C4,9",1231,cords24_ocmzljpb_1,Tumor,normal
82,1237,175_C_57_1237,T cell,CD8,CD8,"175_C4,9","175_C4,9",1237,cords24_ocmzljpb_1,T cell,CD8
82,1265,175_C_57_1265,T cell,CD8,CD8,"175_C4,9","175_C4,9",1265,cords24_ocmzljpb_1,T cell,normal
82,1277,175_C_57_1277,T cell,CD8,CD8,"175_C4,9","175_C4,9",1277,cords24_ocmzljpb_1,T cell,CD8
82,1287,175_C_57_1287,T cell,CD8,CD8,"175_C4,9","175_C4,9",1287,cords24_ocmzljpb_1,T cell,CD8
82,1288,175_C_57_1288,T cell,CD8,CD8,"175_C4,9","175_C4,9",1288,cords24_ocmzljpb_1,T cell,CD8
82,1316,175_C_57_1316,T cell,CD8,CD8,"175_C4,9","175_C4,9",1316,cords24_ocmzljpb_1,T cell,CD8
82,1356,175_C_57_1356,T cell,CD8,CD8,"175_C4,9","175_C4,9",1356,cords24_ocmzljpb_1,T cell,CD8
82,1615,175_C_57_1615,T cell,CD8,CD8,"175_C4,9","175_C4,9",1615,cords24_ocmzljpb_1,T cell,CD8
82,1617,175_C_57_1617,T cell,CD8,CD8,"175_C4,9","175_C4,9",1617,cords24_ocmzljpb_1,Tumor,normal
82,1631,175_C_57_1631,T cell,CD8,CD8,"175_C4,9","175_C4,9",1631,cords24_ocmzljpb_1,T cell,Other
82,1737,175_C_57_1737,T cell,CD8,CD8,"175_C4,9","175_C4,9",1737,cords24_ocmzljpb_1,T cell,CD8
82,1869,175_C_57_1869,T cell,CD8,CD8,"175_C4,9","175_C4,9",1869,cords24_ocmzljpb_1,Tumor,normal
82,1884,175_C_57_1884,T cell,CD8,CD8,"175_C4,9","175_C4,9",1884,cords24_ocmzljpb_1,T cell,CD8
82,2042,175_C_57_2042,T cell,CD8,CD8,"175_C4,9","175_C4,9",2042,cords24_ocmzljpb_1,T cell,CD8
82,2083,175_C_57_2083,T cell,CD8,CD8,"175_C4,9","175_C4,9",2083,cords24_ocmzljpb_1,T cell,CD8
82,2088,175_C_57_2088,T cell,CD8,CD8,"175_C4,9","175_C4,9",2088,cords24_ocmzljpb_1,T cell,CD8
82,2101,175_C_57_2101,T cell,CD8,CD8,"175_C4,9","175_C4,9",2101,cords24_ocmzljpb_1,T cell,CD8
82,18,175_C_57_18,Tumor,normal,normal,"175_C4,9","175_C4,9",18,cords24_ocmzljpb_1,Tumor,normal
82,22,175_C_57_22,Tumor,normal,normal,"175_C4,9","175_C4,9",22,cords24_ocmzljpb_1,Tumor,normal
82,25,175_C_57_25,Tumor,normal,normal,"175_C4,9","175_C4,9",25,cords24_ocmzljpb_1,Tumor,normal
82,26,175_C_57_26,Tumor,normal,normal,"175_C4,9","175_C4,9",26,cords24_ocmzljpb_1,Tumor,normal
82,38,175_C_57_38,Tumor,normal,normal,"175_C4,9","175_C4,9",38,cords24_ocmzljpb_1,Tumor,normal
82,75,175_C_57_75,Tumor,normal,normal,"175_C4,9","175_C4,9",75,cords24_ocmzljpb_1,Tumor,normal
82,79,175_C_57_79,Tumor,normal,normal,"175_C4,9","175_C4,9",79,cords24_ocmzljpb_1,Tumor,normal
82,105,175_C_57_105,Tumor,normal,normal,"175_C4,9","175_C4,9",105,cords24_ocmzljpb_1,Tumor,normal
82,113,175_C_57_113,Tumor,normal,normal,"175_C4,9","175_C4,9",113,cords24_ocmzljpb_1,Tumor,normal
82,138,175_C_57_138,Tumor,normal,normal,"175_C4,9","175_C4,9",138,cords24_ocmzljpb_1,Tumor,normal
82,145,175_C_57_145,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",145,cords24_ocmzljpb_1,Tumor,normal
82,146,175_C_57_146,Tumor,normal,normal,"175_C4,9","175_C4,9",146,cords24_ocmzljpb_1,Tumor,normal
82,148,175_C_57_148,Tumor,normal,normal,"175_C4,9","175_C4,9",148,cords24_ocmzljpb_1,Tumor,normal
82,152,175_C_57_152,Tumor,normal,normal,"175_C4,9","175_C4,9",152,cords24_ocmzljpb_1,Tumor,normal
82,213,175_C_57_213,Tumor,normal,normal,"175_C4,9","175_C4,9",213,cords24_ocmzljpb_1,Tumor,normal
82,221,175_C_57_221,Tumor,normal,normal,"175_C4,9","175_C4,9",221,cords24_ocmzljpb_1,Tumor,normal
82,329,175_C_57_329,Tumor,normal,normal,"175_C4,9","175_C4,9",329,cords24_ocmzljpb_1,Tumor,normal
82,331,175_C_57_331,Tumor,normal,normal,"175_C4,9","175_C4,9",331,cords24_ocmzljpb_1,Tumor,normal
82,434,175_C_57_434,Tumor,normal,normal,"175_C4,9","175_C4,9",434,cords24_ocmzljpb_1,Immune,Neutrophil
82,532,175_C_57_532,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",532,cords24_ocmzljpb_1,Tumor,hypoxic
82,636,175_C_57_636,Tumor,normal,normal,"175_C4,9","175_C4,9",636,cords24_ocmzljpb_1,Tumor,normal
82,660,175_C_57_660,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",660,cords24_ocmzljpb_1,Tumor,normal
82,690,175_C_57_690,Tumor,normal,normal,"175_C4,9","175_C4,9",690,cords24_ocmzljpb_1,Tumor,normal
82,740,175_C_57_740,Tumor,normal,normal,"175_C4,9","175_C4,9",740,cords24_ocmzljpb_1,Tumor,normal
82,764,175_C_57_764,Tumor,normal,normal,"175_C4,9","175_C4,9",764,cords24_ocmzljpb_1,Tumor,normal
82,845,175_C_57_845,Tumor,normal,normal,"175_C4,9","175_C4,9",845,cords24_ocmzljpb_1,Tumor,normal
82,932,175_C_57_932,Tumor,normal,normal,"175_C4,9","175_C4,9",932,cords24_ocmzljpb_1,Tumor,normal
82,1053,175_C_57_1053,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",1053,cords24_ocmzljpb_1,Tumor,hypoxic
82,1093,175_C_57_1093,Tumor,normal,normal,"175_C4,9","175_C4,9",1093,cords24_ocmzljpb_1,Tumor,normal
82,1115,175_C_57_1115,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",1115,cords24_ocmzljpb_1,Tumor,hypoxic
82,1120,175_C_57_1120,Tumor,normal,normal,"175_C4,9","175_C4,9",1120,cords24_ocmzljpb_1,Tumor,normal
82,1131,175_C_57_1131,Tumor,normal,normal,"175_C4,9","175_C4,9",1131,cords24_ocmzljpb_1,Tumor,normal
82,1172,175_C_57_1172,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",1172,cords24_ocmzljpb_1,Tumor,hypoxic
82,1180,175_C_57_1180,Tumor,normal,normal,"175_C4,9","175_C4,9",1180,cords24_ocmzljpb_1,Tumor,normal
82,1302,175_C_57_1302,Tumor,normal,normal,"175_C4,9","175_C4,9",1302,cords24_ocmzljpb_1,Tumor,normal
82,1326,175_C_57_1326,Tumor,normal,normal,"175_C4,9","175_C4,9",1326,cords24_ocmzljpb_1,Tumor,normal
82,1361,175_C_57_1361,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",1361,cords24_ocmzljpb_1,Tumor,hypoxic
82,1414,175_C_57_1414,Tumor,normal,normal,"175_C4,9","175_C4,9",1414,cords24_ocmzljpb_1,Tumor,normal
82,1432,175_C_57_1432,Tumor,normal,normal,"175_C4,9","175_C4,9",1432,cords24_ocmzljpb_1,Tumor,normal
82,1457,175_C_57_1457,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",1457,cords24_ocmzljpb_1,Tumor,hypoxic
82,1545,175_C_57_1545,Tumor,normal,normal,"175_C4,9","175_C4,9",1545,cords24_ocmzljpb_1,Tumor,normal
82,1621,175_C_57_1621,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",1621,cords24_ocmzljpb_1,Tumor,hypoxic
82,1688,175_C_57_1688,Tumor,normal,normal,"175_C4,9","175_C4,9",1688,cords24_ocmzljpb_1,Tumor,normal
82,1711,175_C_57_1711,Tumor,normal,normal,"175_C4,9","175_C4,9",1711,cords24_ocmzljpb_1,Tumor,normal
82,1794,175_C_57_1794,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",1794,cords24_ocmzljpb_1,Tumor,hypoxic
82,1860,175_C_57_1860,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",1860,cords24_ocmzljpb_1,Tumor,Neutrophil
82,2123,175_C_57_2123,Tumor,normal,normal,"175_C4,9","175_C4,9",2123,cords24_ocmzljpb_1,Tumor,normal
82,2161,175_C_57_2161,Tumor,normal,normal,"175_C4,9","175_C4,9",2161,cords24_ocmzljpb_1,Immune,Neutrophil
82,2167,175_C_57_2167,Tumor,normal,normal,"175_C4,9","175_C4,9",2167,cords24_ocmzljpb_1,Immune,Neutrophil
82,1,175_C_57_1,Tumor,normal,normal,"175_C4,9","175_C4,9",1,cords24_ocmzljpb_1,Tumor,normal
82,2,175_C_57_2,Tumor,normal,normal,"175_C4,9","175_C4,9",2,cords24_ocmzljpb_1,Tumor,normal
82,3,175_C_57_3,Tumor,normal,normal,"175_C4,9","175_C4,9",3,cords24_ocmzljpb_1,Tumor,normal
82,4,175_C_57_4,Tumor,normal,normal,"175_C4,9","175_C4,9",4,cords24_ocmzljpb_1,Tumor,normal
82,5,175_C_57_5,Tumor,normal,normal,"175_C4,9","175_C4,9",5,cords24_ocmzljpb_1,Tumor,normal
82,6,175_C_57_6,Tumor,normal,normal,"175_C4,9","175_C4,9",6,cords24_ocmzljpb_1,Tumor,normal
82,7,175_C_57_7,Tumor,normal,normal,"175_C4,9","175_C4,9",7,cords24_ocmzljpb_1,Tumor,normal
82,8,175_C_57_8,Tumor,normal,normal,"175_C4,9","175_C4,9",8,cords24_ocmzljpb_1,Tumor,normal
82,9,175_C_57_9,Tumor,normal,normal,"175_C4,9","175_C4,9",9,cords24_ocmzljpb_1,Tumor,normal
82,10,175_C_57_10,Tumor,normal,normal,"175_C4,9","175_C4,9",10,cords24_ocmzljpb_1,Tumor,normal
82,11,175_C_57_11,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",11,cords24_ocmzljpb_1,Tumor,hypoxic
82,12,175_C_57_12,Tumor,normal,normal,"175_C4,9","175_C4,9",12,cords24_ocmzljpb_1,Tumor,normal
82,13,175_C_57_13,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",13,cords24_ocmzljpb_1,Tumor,hypoxic
82,14,175_C_57_14,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",14,cords24_ocmzljpb_1,Tumor,hypoxic
82,15,175_C_57_15,Tumor,normal,normal,"175_C4,9","175_C4,9",15,cords24_ocmzljpb_1,Tumor,normal
82,16,175_C_57_16,Tumor,normal,normal,"175_C4,9","175_C4,9",16,cords24_ocmzljpb_1,Tumor,normal
82,17,175_C_57_17,Tumor,normal,normal,"175_C4,9","175_C4,9",17,cords24_ocmzljpb_1,Tumor,normal
82,19,175_C_57_19,Tumor,normal,normal,"175_C4,9","175_C4,9",19,cords24_ocmzljpb_1,Tumor,normal
82,20,175_C_57_20,Tumor,normal,normal,"175_C4,9","175_C4,9",20,cords24_ocmzljpb_1,Tumor,normal
82,21,175_C_57_21,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",21,cords24_ocmzljpb_1,Tumor,hypoxic
82,24,175_C_57_24,Tumor,normal,normal,"175_C4,9","175_C4,9",24,cords24_ocmzljpb_1,Tumor,normal
82,27,175_C_57_27,Tumor,normal,normal,"175_C4,9","175_C4,9",27,cords24_ocmzljpb_1,Tumor,normal
82,28,175_C_57_28,Tumor,normal,normal,"175_C4,9","175_C4,9",28,cords24_ocmzljpb_1,Tumor,normal
82,30,175_C_57_30,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",30,cords24_ocmzljpb_1,Tumor,hypoxic
82,31,175_C_57_31,Tumor,normal,normal,"175_C4,9","175_C4,9",31,cords24_ocmzljpb_1,Tumor,normal
82,32,175_C_57_32,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",32,cords24_ocmzljpb_1,Tumor,hypoxic
82,33,175_C_57_33,Tumor,normal,normal,"175_C4,9","175_C4,9",33,cords24_ocmzljpb_1,Tumor,normal
82,34,175_C_57_34,Tumor,normal,normal,"175_C4,9","175_C4,9",34,cords24_ocmzljpb_1,Tumor,normal
82,36,175_C_57_36,Tumor,normal,normal,"175_C4,9","175_C4,9",36,cords24_ocmzljpb_1,Tumor,normal
82,39,175_C_57_39,Tumor,normal,normal,"175_C4,9","175_C4,9",39,cords24_ocmzljpb_1,Tumor,normal
82,40,175_C_57_40,Tumor,normal,normal,"175_C4,9","175_C4,9",40,cords24_ocmzljpb_1,Tumor,normal
82,41,175_C_57_41,Tumor,normal,normal,"175_C4,9","175_C4,9",41,cords24_ocmzljpb_1,Tumor,normal
82,47,175_C_57_47,Tumor,normal,normal,"175_C4,9","175_C4,9",47,cords24_ocmzljpb_1,Tumor,normal
82,49,175_C_57_49,Tumor,normal,normal,"175_C4,9","175_C4,9",49,cords24_ocmzljpb_1,Tumor,normal
82,50,175_C_57_50,Tumor,normal,normal,"175_C4,9","175_C4,9",50,cords24_ocmzljpb_1,Tumor,normal
82,53,175_C_57_53,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",53,cords24_ocmzljpb_1,Tumor,hypoxic
82,54,175_C_57_54,Tumor,normal,normal,"175_C4,9","175_C4,9",54,cords24_ocmzljpb_1,Tumor,normal
82,56,175_C_57_56,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",56,cords24_ocmzljpb_1,Tumor,hypoxic
82,57,175_C_57_57,Tumor,normal,normal,"175_C4,9","175_C4,9",57,cords24_ocmzljpb_1,Tumor,normal
82,58,175_C_57_58,Tumor,normal,normal,"175_C4,9","175_C4,9",58,cords24_ocmzljpb_1,Tumor,normal
82,60,175_C_57_60,Tumor,normal,normal,"175_C4,9","175_C4,9",60,cords24_ocmzljpb_1,Tumor,normal
82,61,175_C_57_61,Tumor,normal,normal,"175_C4,9","175_C4,9",61,cords24_ocmzljpb_1,Tumor,normal
82,62,175_C_57_62,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",62,cords24_ocmzljpb_1,Tumor,hypoxic
82,63,175_C_57_63,Tumor,normal,normal,"175_C4,9","175_C4,9",63,cords24_ocmzljpb_1,Tumor,normal
82,66,175_C_57_66,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",66,cords24_ocmzljpb_1,Tumor,normal
82,70,175_C_57_70,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",70,cords24_ocmzljpb_1,Tumor,hypoxic
82,74,175_C_57_74,Tumor,normal,normal,"175_C4,9","175_C4,9",74,cords24_ocmzljpb_1,Tumor,normal
82,76,175_C_57_76,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",76,cords24_ocmzljpb_1,Tumor,hypoxic
82,77,175_C_57_77,Tumor,normal,normal,"175_C4,9","175_C4,9",77,cords24_ocmzljpb_1,Tumor,normal
82,78,175_C_57_78,Tumor,normal,normal,"175_C4,9","175_C4,9",78,cords24_ocmzljpb_1,Tumor,normal
82,80,175_C_57_80,Tumor,normal,normal,"175_C4,9","175_C4,9",80,cords24_ocmzljpb_1,Tumor,normal
82,81,175_C_57_81,Tumor,normal,normal,"175_C4,9","175_C4,9",81,cords24_ocmzljpb_1,Tumor,normal
82,83,175_C_57_83,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",83,cords24_ocmzljpb_1,Tumor,hypoxic
82,84,175_C_57_84,Tumor,normal,normal,"175_C4,9","175_C4,9",84,cords24_ocmzljpb_1,Tumor,normal
82,85,175_C_57_85,Tumor,normal,normal,"175_C4,9","175_C4,9",85,cords24_ocmzljpb_1,Tumor,normal
82,88,175_C_57_88,Tumor,hypoxic,hypoxic,"175_C4,9","175_C4,9",88,cords24_ocmzljpb_1,Tumor,hypoxic
82,89,175_C_57_89,Tumor,normal,normal,"175_C4,9","175_C4,9",89,cords24_ocmzljpb_1,Tumor,normal
